class_name,accuracy,default_confidence_P0,default_confidence_P1,frame_confidence_P0,frame_confidence_P1
headbutting 150,0.1,0.18149364968011059,0.07337932522575914,0.6159995602205126,0.05400450989617511
making snowman 189,0.1,0.2849530915772326,0.10449969047639844,0.4123860076262386,0.029415177408460225
mowing lawn 201,0.1,0.2643315637805188,0.029125831651970673,0.7012721766246925,0.09793784179356033
parasailing 206,0.1,0.11820409323929376,0.05091798673171484,1.428704099173189,0.1198473640945266
playing cymbals 228,0.1,0.2142148152743146,0.04424890500689763,0.7313209249465857,0.13621969830931596
pushing wheelchair 263,0.1,0.3305892356264729,0.10606207354867782,0.3986840238364252,0.03431043858284089
shoveling snow 299,0.1,0.2717205950652942,0.033207106076371645,0.5405809693244183,0.06098330622499477
sweeping floor 338,0.1,0.2761094824152787,0.02926233033771102,0.5279520715381035,0.08054911279336181
tossing coin 361,0.1,0.2503027665044548,0.13921227908760903,0.5780307608379357,0.05981017881452715
waxing eyebrows 388,0.1,0.08628596750083745,0.0194395841407028,0.6772608424049201,0.08002334045456382
welding 391,0.1,0.07847835022034695,0.015786277825786232,1.1886697926042245,0.1210835389742233
snowboarding 322,0.0851063829787234,0.19479462532655373,0.02821680983624361,0.8662795968178032,0.0767253010187594
cracking neck 76,0.08333333333333333,0.10178922984584783,0.02343290128585105,0.8462866106722767,0.10915985554199126
laughing 180,0.08333333333333333,0.23790860369722697,0.06944910305523759,0.35022999937159377,0.04383962352698263
getting a haircut 138,0.08163265306122448,0.20920302424518258,0.09789243921056656,0.3872903263046307,0.02399362129786989
hugging 158,0.08163265306122448,0.24918677302158043,0.12355709457832754,0.36810187767815145,0.01224398787772069
massaging legs 195,0.08163265306122448,0.08328090083074252,0.016358948833160487,1.6674644595338761,0.16405930883092107
bandaging 13,0.08,0.08853910378626857,0.028184083381554537,1.1566169331626404,0.13655874232457962
blowing nose 26,0.08,0.17746756229087157,0.032822702422928327,0.46648745045590545,0.042521659531951146
bobsledding 28,0.08,0.1894295145413462,0.0867097107477272,0.7809479195057941,0.06876379109989163
catching or throwing softball 50,0.08,0.4289478109941256,0.20198762288534516,0.3926526802227004,0.04427653207599818
checking tires 54,0.08,0.14185267257136874,0.01616250328804203,0.9129042742039696,0.1497580221155082
cleaning windows 65,0.08,0.18670662166833324,0.029222869828770554,0.7176837321020265,0.10564433776968486
climbing tree 68,0.08,0.18419774552920648,0.02791047684020464,0.6049922261806914,0.05690973656683365
